label,category,locality,postal_code,latitude,longitude,description,ville_proche
ArchéoJuraSites,Activité,Chaux-des-Crotenay,39150,46.6592748,5.97132682,"Exposition les mercredis après-midi (juillet/août) 14h-17h30.
Visites guidées du site les mardis et vendredis (juillet/août) sur réservation.",222
L'Escargot Morvandiau,Activité,Barnay,71540,47.085634,4.317819,,336
Le petit Manoir de Ranchot,Logement,Ranchot,39700,47.1491,5.72402999,,194
Chambres à l'Espace Bernadette Soubirous,Logement,Nevers,58000,46.99178,3.152683,,251
Gîte Au Tilleul,Logement,Alligny-en-Morvan,58230,47.2287252,4.17237037,,57
La Meulière,Activité,Chalon-sur-Saône,71100,46.782946,4.85343638,"Bretzels, kouglofs. Pains complets. Riches en fibres, vitamines et sels minéraux. Agriculture biologique.",318
Marguerite de Chablis,Restaurant,Chablis,89800,47.8154009,3.80162915,Envie de découvrir les meilleurs crus de producteurs ? Faites une pause chez Marguerite de Chablis.,424
Galerie Ars Essentia,Activité,Beaune,21200,47.0234755,4.8389224,"Galerie d'art contemporain, expositions de peintures, sculptures et arts graphiques.",7
Lynx,Logement,Foncine-le-Haut,39460,46.6488375,6.07546188,,198
La grange à Nicolas,Logement,Baume-les-Messieurs,39570,46.7125427,5.63772152,,197
Chambres d'hôtes Les Charmettes,Logement,Rang,25250,47.423936,6.562253,"Ancien relais de diligence du XVIIIème, comportant 5 très belles chambres d'hôtes dont une suite familiale.",121
Ludicaches,Activité,Mâcon,71000,46.32228,4.82918,"Programme à thèmes appelé 'Ludicaches' dans le cadre des activités : événements culturels, parcours ludiques & immersifs...",355
Tennis bethoncourtois,Activité,Vyans-le-Val,70400,47.5500437,6.7659131,,282
Atelier des Sens 89,Logement,Évry,89140,48.26382,3.25793,"Maison de campagne familiale, où il fait bon de s’y retrouver entre amis, famille, ou en couple.",464
Riad Bourguignon,Logement,Ouanne,89560,47.660789,3.433672,,435
Gîte n°G994,Logement,Foncine-le-Haut,39460,46.658,6.072,,198
La Ferme du Magny Robert,Activité,Confracourt,70120,47.6975649,5.9175435,"Cette ferme propose la vente directe au public de ses produits certifiés agriculture biologique
pommes à cidre, oeufs, fromages de chèvre.",303
FROST Joël,Activité,Saint-Germain-du-Bois,71330,46.75066,5.24383,,383
Adagio Access Dijon République,Logement,Dijon,21000,47.3258914,5.0493781,"Leader européen des appartements hôteliers, avec Adagio profitez des services d'un hôtel avec la liberté d'un appartement : Stay, Live, Enjoy !",19
Au Fournil Rémigeois,Restaurant,Venarey-les-Laumes,21150,47.542426,4.462287,,70
La petite ferme dans la montagne,Activité,Étang-sur-Arroux,71190,46.8505649,4.13459146,Balades à poneys tenus en longe par un adulte.,343
Moulin de Lugny,Site culturel,Lugny-lès-Charolles,71120,46.4064411,4.2136767,Le moulin est un édifice datant du XIe siècle faisant l'objet depuis 20 ans d'une réhabilitation progressive.,322
Le Jardin Inattendu,Restaurant,Garchy,58150,47.2632489,3.07101125,Le Jardin Inattendu est un café associatif situé au centre du bourg.  Il vous propose de la restauration traditionnelle mais aussi burgers et pizzas.,230
Gîte l'Écrin comtois,Logement,Naisey-les-Granges,25360,47.2110389,6.23584019,Beaucoup de charme pour cette ferme du XVIII composée d'un gîte indépendant et du logement des propriétaires.,86
Auberge du Puits,Restaurant,Cintrey,70120,47.7507,5.75515,"Nous proposons des soirées à thèmes le vendredi et sommes disponibles pour organiser vos évènements.
Nous vous préparons une cuisine traditionnelle.",283
Hameau des Quarante Arpents - SAS MACERIA,Logement,Saint-Loup-Géanges,71350,46.911668,4.90981112,Le Hameau des 40 arpents avec sa forêt est un lieu remarquable au coeur des plus grands vignobles de Bourgogne pour vos séjours privatisés.,387
Appartement - Gentianes 7,Logement,Métabief,25370,46.7714884,6.35231542,Venez séjourner dans un appartement agréable pour 6 personnes situé dans d'une copropriété calme et bien entretenue avec piscine intérieure.,131
"Chez Gaëlle ""Les Petites Fleurs""",Logement,Corre,70500,47.916805,5.996917,,283
"Cœur Chambertin, cœur village et vignoble à Gevrey-Chambertin",Logement,Gevrey-Chambertin,21220,47.2260993,4.9690181,"Grand duplex (3 chambres - 8 couchages) au cœur du village et des vignes de Gevrey-Chambertin, route des Grands Crus entre Dijon et Beaune.",24
Rion Jean Charles,Activité,Premeaux-Prissey,21700,47.103966,4.944588,,44
Swin Foot Golf,Activité,Chapelle-Voland,39140,46.8100855,5.3847943,"Sur un terrain de plus de 4 hectares richement arboré,  un parcours 9 trous pour la pratique en loisirs et en compétition du SwinGolf ou FootGolf.",182
Brasserie Dan's Beer,Activité,Cirey,70190,47.4330666,6.06972616,"La brasserie Dan's Beer, installée au Dan's Bar, est tenue par Daniel, il vous propose une large gamme de bières artisanales : blanches, blondes...",296
Le Corps de Ferme,Logement,Sermizelles,89200,47.53809,3.79245,,442
Gîtes BO - Le Floral,Logement,Saint-Romain,21190,46.999466,4.709199,,38
Visite de fumoir,Activité,Maîche,25120,47.2470716,6.7931818,,126
Sigalune,Activité,Genouilly,71460,46.6538097,4.5721433,"Bijoux en chutes de cuir, tissu, plumes naturelles, perles en bois, graines...",382
GAEC Gutknecht,Activité,Saint-Barthélemy,70270,47.7344167,6.58038139,,299
Etang du Goulot,Paysage,Lormes,58140,47.2822569,3.8242722,,244
Couleurs Miel,Activité,Mouthier-Haute-Pierre,25920,47.0395941,6.27423969,,171
Visite libre et en famille de Gemeaux,Activité,Gemeaux,21120,47.4781321,5.13873145,À visiter en famille !  Un livret-jeux est disponible gratuitement à l'office de tourisme ou en téléchargement sur notre site.,35
Gîte la Ferme sous le Bois,Logement,Guyans-Vennes,25390,47.1806028,6.583064,,149
Pub Northwich,Restaurant,Dole,39100,47.095051,5.497036,,196
Halle Ronde,Site culturel,Givry,71640,46.7830902,4.7431563,"Monument Historique, construit en 1825 par Lazare Narjoux, la Halle Ronde était un marché aux grains.",348
Musée du Souvenir du Combattant,Activité,Chalon-sur-Saône,71100,46.7795637,4.8530119,"Ce musée perpétue le souvenir du combattant, en particulier français. Il œuvre pour la sauvegarde du patrimoine et de la mémoire nationale.",318
Chez Colette,Logement,Cize,39300,46.72679,5.91588,,184
Les Routiers,Restaurant,Le Vaudioux,39300,46.676834,5.933361,"Restaurant routier proposant une cuisine simple et de terroir, élaborée avec des produits frais.",184
Chapon,Logement,Pouillenay,21150,47.513466,4.475817,,70
Les jeux de Gus,Activité,Ornans,25290,47.10405,6.15349,,145
Gîte n°G748,Logement,Nanchez,39150,46.524972,5.854629,,203
La Forboiserie,Logement,Saint-Vérain,58310,47.4963635,2.99416883,,255
Eglise La Rochette,Site culturel,Saint-Maurice-des-Champs,71460,46.6269742,4.63281958,"L'existence de l'église est due à la présence du château, situé en face.",382
Camping Estefana,Logement,Chambilly,71110,46.2699009,3.98533802,"Camping sympathique dans un environnement rural qui accueille des tentes, camping-cars et caravanes. Idéal pour familles, randonneurs et cyclistes.",356
Château de la Corbette,Logement,Cluny,71250,46.414017,4.665771,,329
Le Saint-Martin,Restaurant,Auxerre,89000,47.7932492,3.571965,Nos plats sont travaillés avec soin dans notre cuisine et exclusivement à base de produits frais.,418
Chapelle Sainte-Philomène,Site culturel,Les Hôpitaux-Vieux,25370,46.789994,6.36919499,,131
La ferme les Denaises,Activité,Battrans,70100,47.428924,5.6357799,VENTE DIRECTE DE PRODUITS LAITIERS,280
Château de Grandvaux,Logement,Varennes-sous-Dun,71800,46.28897,4.3333,"Petit château du 15e siècle pouvant accueillir 8 personnes. Table d'hôtes sur réservation.
Piscine et espace bien être  (Baignoire Balnéo duo, Sauna)",328
La tour du bonheur,Logement,Mantry,39230,46.7950692,5.55628157,Votre séjour dans ce logement vous laissera des souvenirs inoubliables.,180
Renaissance,Logement,Saint-Germain-du-Plain,71370,46.70319,4.98412,"Meublé touristique, pouvant accueillir de 1 à 4 personnes, 1 chambre, 1 salle de bain, WC, cuisine équipée, salon/salle à manger avec clic-clac.",384
Le Relai,Logement,Bellenod-sur-Seine,21510,47.69811,4.6462,"Maison de maître du 19ème siècle, entièrement restauré, pour 7 à 9 personnes.  
Localisation centrale pour découvrir la région, à proximité du parc.",12
The Originals Hôtel Normandie Auxerre,Logement,Auxerre,89000,47.8002519,3.566545,L'Hôtel Normandie situé à l'entrée du centre ville offre le charme convivial d'une hôtellerie traditionnelle. Décoration de style.,418
Aire de service de camping car,Logement,Pougues-les-Eaux,58320,47.0840464,3.09375957,,252
Eglise Saint-Etienne,Site culturel,Azé,71260,46.43202,4.76084,"L’église Saint-Etienne d’Azé actuelle se compose de deux parties distinctes, l’une romane et l’autre du XIXe (style néo-roman et néo-gothique).",310
Roul'Hôtes Evasion,Logement,Clamerey,21390,47.3841591,4.4238621,,72
Gîte de la Grenouille Noire,Logement,Toucy,89130,47.7350629,3.29435,"Venez vous ressourcer au calme dans ce joli chalet au milieu de la campagne, à seulement 1h30 de Paris. Ce chalet est équipé de 2 chambres.",472
Re-Sources Jura,Activité,Les Planches-près-Arbois,39600,46.8795307,5.8064337,"Évoluer, se former, savoir être, grandir… soutenus par le contact à la nature. Se ressourcer, se sentir être, se sentir vivre.",178
La Bergerie,Activité,Montagney,70140,47.283018,5.66033574,,291
Le 49 Côté Parc et SPA,Logement,Domblans,39210,46.766393,5.595027,,197
Hôtel de Vogüé,Site culturel,Dijon,21000,47.3226523,5.0421967,,19
Chambres d'hôtes La Grange aux Poulains,Logement,Champlemy,58210,47.2800321,3.3769617,,266
Lieu de parachutage - Seconde Guerre mondiale,Site culturel,Rully,71150,46.870899,4.719535,Un projet de matérialisation des anciens lieux de parachutages de la Seconde Guerre mondiale a pris forme dans le département à l'initiative des CVR.,377
Délices Wok,Restaurant,Champagnole,39300,46.750024,5.9172447,Buffet à volonté de spécialités asiatiques. Ouvert tous les jours sauf le lundi.,184
Ecole MCF Grand Besançon - Montagnes du Jura,Activité,Besançon,25000,47.262256,6.0003176,"Nos moniteurs diplômés proposent des randonnées à vélo, des cours d'initiation et de perfectionnement: VTT, VAE, Gravel et vélo de route. Tout niveau.",103
Marqueterie d'Art - Lutherie bois,Activité,Saint-Laurent-en-Brionnais,71800,46.2724556,4.24941519,"Salle d'exposition. Création d'objets en bois marquetés : pendules, luminaires, coffrets, objets de bureau, jeux de plateau.",328
Barberousse,Restaurant,Dijon,21000,47.3252,5.04561,,19
Site Nordique Les Fourgs l'Herba,Activité,Les Fourgs,25300,46.8351617,6.40089339,,110
Ferronnerie babel,Activité,Ronchamp,70250,47.6998407,6.63808897,,297
Eglise Romane de Saint-Martin-de-Laives,Site culturel,Laives,71240,46.638962,4.85416396,,401
Auberge Les Enguenelles,Restaurant,Châtelblanc,25240,46.65141,6.10873,,198
Galerie d'art Espace Belle de N,Activité,Nevers,58000,46.98812,3.16151,,251
Azérole,Restaurant,Dijon,21000,47.3182,5.03574,"Azerole, vous propose une cuisine fusion entre l'Asie et la Bourgogne accompagné des vins d'ici et d'ailleurs.",19
Atelier d'encadrement Corinne Moriano,Activité,Vermenton,89270,47.690993,3.80731,"Encadrement d'art, lavis et créations.",478
Site d'escalade - Mont Rome,Activité,Saint-Sernin-du-Plain,71510,46.901909,4.60987634,Site d'escalade du 3a au 8a. Site  atypique et labyrinthique dans un chaos de blocs. Escalade à l'abris du vent et à l'ombre suivant les secteurs.,330
La Commanderie,Logement,L'Étoile,39570,46.72006,5.539,"Belle maison de caractère du XVIIème siècle, grand séjour, 3 chambres, terrasse et jardin. Calme et proche de toutes commodités.",180
Aire d'accueil de camping-cars,Logement,Saint-Bresson,70280,47.8700136,6.50304794,"Située en bordure d’un petit ruisseau.
Stationnement gratuit pour 2 camping-cars, ouverte toute l'année.",276
Caves de Pouilly sur Loire,Activité,Pouilly-sur-Loire,58150,47.275722,2.968629,,253
La Maison du P'tit Louis,Logement,Changy,71120,46.400027,4.250091,,322
Bistrot Rétro,Restaurant,Besançon,25000,47.2377909,6.02895799,Cuisines française et espagnole.,81
Clos des vanottes,Logement,Belfahy,70290,47.786037,6.72237199,,292
"Studio ""L'été indien""",Logement,Chenay-le-Châtel,71340,46.2159977,3.947878,Un studio tout équipé et rénové avec une belle vue sur la campagne.,356
Randonnée cheval et VTT aux Sabots de Verres,Activité,Chaintré,71570,46.2597056,4.77071949,Randonnée cheval et VTT en deux temps pour partager un maximum de moment ensemble.,331
Ecuries du château de Chaumont en Charolais,Site culturel,Saint-Bonnet-de-Joux,71220,46.4960518,4.4214585,"L’une des plus grandes écuries privées de France, chef d’oeuvre de l’architecture équestre du XVIIe siècle, d’inspiration italienne.",395
Les Arondelles,Logement,Virey-le-Grand,71530,46.846421,4.869745,,415
Arboretum du lavot,Site culturel,Fournets-Luisans,25390,47.0796367,6.536125,,144
Au Gingembre Rouge,Restaurant,Venoy,89290,47.80907,3.62042,"Bienvenue Au Gingembre Rouge, votre destination culinaire et culturelle unique dans la commune de Venoy, fusionnant les saveurs exquises de la Réunion",476
La Ferme du Bois Perrault,Logement,Saint-Vallier,71230,46.6336448,4.3299171,Nous pouvons vous proposer un service demi-pension si vous le souhaitez. Produits frais de la région cuisinés par nos soins. Petit-déjeuner et dîner.,395
Eglise de Saint-Saulge,Site culturel,Saint-Saulge,58330,47.1039957,3.5123634,,256
Le Relais des Saints Pères,Logement,Auxerre,89000,47.7948699,3.5673004,"Des chambres d'hôte de charme dans un ancien relais de poste du XVIIe siècle en plein cœur du centre ville historique d'Auxerre.
Nous mettons à votre",418
Maison Ramel-Boutique Gourmande,Restaurant,Dole,39100,47.093946,5.49555659,,196
Au Coin du Feu,Logement,Val-Mont,21340,47.028549,4.635541,,43
Gîte Sous les Pommiers,Logement,Esboz-Brest,70300,47.7820588,6.4380581,"Proche des 1000 étangs, 6 km de Luxeuil-les-Bains.
Maison  avec cuisine équipée, 2 chambres, terrasse et parking privé.
Cures, rando, vélo, familles",278
Au Charmant Chablis,Logement,Champagnole,39300,46.7453574,5.90595,"Dans le vieux Champagnole, appartement chaleureux au 1er étage d'une maison traditionnelle en pierres pouvant accueillir 4 personnes.",184
Restaurant du Commerce,Restaurant,Joncy,71460,46.6152579,4.5562248,,382
LA GRANGE AUX AVOINES,Logement,Chailly-sur-Armançon,21320,47.277367,4.48836,,49
Train touristique,Activité,Belfort,90000,47.6372882,6.86243276,,489
Desertaux-Ferrand,Activité,Corgoloin,21700,47.083926,4.913522,,28
Cluny Horse Valley,Activité,Cortambert,71250,46.4903406,4.71084421,"Notre centre équestre de loisirs vous propose une équitation plaisir : baptêmes et balades à cheval, randonnées, stages TREC, Western, Mountain Trail.",329
Brasserie La Bourgogne,Restaurant,Dijon,21000,47.325976,5.04568,,19
Etang de pêche - Vandenesse-en-Auxois,Activité,Vandenesse-en-Auxois,21320,47.2208781,4.61822491,"Parcours pêche famille autour de l'étang,  labellisé “Station Pêche”, afin de développer le tourisme pêche.",49
Hôtel Wilson - Teritoria,Logement,Dijon,21000,47.3158357,5.04430431,L'hôtel Wilson est un hôtel de charme offrant le cadre atypique d'un ancien relais de poste du XVIIème siècle.,19
Boucherie Beaudot,Activité,La Charité-sur-Loire,58400,47.1769539,3.018358,,230
Menhir de la Pierre Levée,Site culturel,La Chapelle-sous-Brancion,71700,46.5426279,4.781692,,414
Les jardins de Linette,Activité,Oiselay-et-Grachaux,70700,47.4219753,5.9460282,"Les jardins de Linette sont installés à Oiselay et Grachaux, Charline a ouvert au printemps 2023 son exploitation en tant que maraichère Bio.",96
Finnegans,Restaurant,Belfort,90000,47.638131,6.8597042,Pub irlandais,489
L'Accointance,Logement,Semur-en-Auxois,21140,47.4905776,4.3312919,,61
Au Nid Douillet - Sur les Toits,Logement,Dijon,21000,47.3255412,5.028982,,19
Les Gourmands Disent,Restaurant,Chalon-sur-Saône,71100,46.77944,4.86214,,318
Ecluse de la Charme 28S,Restaurant,Saint-Victor-sur-Ouche,21410,47.226076,4.7338777,L’Écluse de la Charme vous propose une petite restauration ciblée sur les produits de nos producteurs locaux.,21
Le Comptoir Saint Sébastien,Restaurant,Nevers,58000,46.9893656,3.16136942,"Le Comptoir Saint Sébastien, c'est avant tout une ambiance cosy, un savant mélange de tradition et de modernité ! Derrière ses fourneaux.",251
Chalet - Claude Racle,Logement,Métabief,25370,46.7669324,6.3416501,"Chalet dans quartier calme, proche des remontées mécaniques pour toutes activités été comme hiver.",131
